Wrong.	違うんだ。
Brian looks blue.	ブライアンは憂鬱そうに見える。
Beyond was the sea.	はるか向こうに海があった。
I'll phone you later.	のちほどお電話します。
How beautiful it is!	なんて美しいのでしょう。
What a fine view!	なんて素晴らしい景色でしょう。
Everything is ready.	なにもかも準備ができた。
Tom runs very fast.	トムはとても速く走ります。
It was very beautiful.	とてもキレイでした。
Please turn it on.	どうぞそれをつけてください。
Please think about it.	どうぞお考え下さい。
Please take a seat.	どうぞ、おすわりください。
Please close the door.	ドアを閉めて下さい。
Please open the door.	ドアを開けてください。
Please give me a hand.	ちょっと手を貸して。
Give it to me, please.	それを私にください。
Those books are mine.	そっちの本は私のです。
Please read that book.	その本を読みなさい。
The path is broken.	その道はでこぼこしている。
The property is mine.	その財産は私のものだ。
Where is the bank?	その銀行はどこにありますか。
The picture is on now.	その映画は上映中だ。
Don't worry about that.	そのことで悩むな。
It's all laid on.	すっかりお膳立てができている。
Please go right away.	すぐに行ってください。
John is easy to please.	ジョンは気がいい。
Are you ready to order?	ご注文はよろしい。
This rose is beautiful.	この薔薇は美しい。
Is this seat taken?	この席はふさがってますか。
Where's this seat?	この席はどのあたりでしょう？
Please wait here.	ここで待っていていてください。
Make yourself at home.	お楽にしてください。
Don't worry about it.	いいよ、気にしなくて。
Ann has no sister.	アンには一人も姉妹がいない。
Is that a picture of me?	あれは僕の写真？
Let's check it later.	あとでチェックしよう。
Don't worry about it.	どうぞ気になさらずに。
She works in a bank.	彼女は銀行に勤めている。
He is sure to check.	彼が必ずチェックを入れます
He was wearing glasses.	彼は眼鏡をかけていた
He suddenly looked up.	彼がふと、上を見上げた
Let's all join forces.	みんなの力を結集しよう
"Trust me," he said.	「信用して」と彼は言った。
Our house, our rules.	うちはうち、そとはそと。
Please don't be cold!	邪険にしないで下さいよ！
Do it by yourself.	自分でもそれをやってみなさい。
Open your eyes, please.	目を開けてください。
Your eyes are lying.	目がうそをついていますよ。
Let sleeping dogs lie.	眠れる獅子は起こすな。
I will make you happy.	僕が君を幸せにするよ。
Wait for a second chance.	別の機会を待て。
Please show me another.	別のを見せて下さい。
Please change my room?	部屋を替えてください。
She is my dream girl.	彼女は僕の理想の人です。
She took a deep breath.	彼女は深呼吸をした。
She makes me happy.	彼女は私を幸せにしてくれる。
She sent me a letter.	彼女は私に手紙をくれた。
She almost passed out.	彼女は気絶寸前だった。
She has a round face.	彼女は丸い顔をしている。
How beautiful she is!	彼女は何てきれいなんだ。
She is dead to love.	彼女は愛情のかけらもない。
She's very beautiful.	彼女はとても美しい人だ。
She looks very happy.	彼女はとても幸せそうだ。
Her voice carries well.	彼女の声はよく通る。
He is hard to please.	彼を喜ばせるのは難しい。
Keep a close eye on him.	彼をよく見張れよ。
They study industry.	彼らは、産業を勉強します。
I wonder if he will come.	彼は来るかしら。
He kept an eye on them.	彼は彼らを見張った。
He looks like a horse.	彼は馬のように見える。
He came to suddenly.	彼は突然意識を取り戻した。
He can read and write.	彼は読み書きができる。
He is ready to work.	彼は働く用意ができている。
I wonder if he's at home.	彼は在宅かしら。
He's at church right now.	彼は今礼拝中だ。
He is far from happy.	彼は決して幸せではない。
He's in military service.	彼は軍隊にいる。
He is wearing glasses.	彼は眼鏡をかけている。
He has an eye for art.	彼は絵を見る目がある。
He is playing music.	彼は音楽を演奏しています。
He is given to music.	彼は音楽にふけっている。
He is all but dead.	彼はほとんど死んだも同然だ。
He feels very happy.	彼はとても幸せな気分です。
He is strong as a horse.	彼はとても頑健だ。
He is subject to colds.	彼はすぐ風邪をひく。
He talks too fast.	彼はあまり速くしゃべりすぎる。
Reading has its rules.	読書にはルールがある。
You mind if I join you?	同席してもいいかな。
You are wanted on the phone.	電話です。
I met him in the street.	通りで彼に会った。
Who are you waiting for?	誰を待っているの？
I'd like a window seat.	窓側の席がいいです。
Please close the window.	窓を閉めて下さい。
Please open the window.	窓を開けてください。
War suddenly broke out.	戦争が突然始まった。
Never play on the road.	絶対に道路で遊ぶな。
I hope it will be fine.	晴れるといいですね。
A glass of water, please.	水を一杯下さい。
I'll give you a check-up.	診察しましょう。
Let sleeping dogs lie.	寝ている子は起こすな。
The chances are even.	勝負の見込みは五分五分。
Let me see your wound.	傷口を見せてください。
I can't stand this heat.	暑くてたまらない。
Fall has flown by.	秋はあっという間に過ぎ去った。
I'd like to check in.	手続きをしたいのですが。
Move your car, please.	車を動かしてください。
Go back to your seat.	自分の席にもどりなさい。
Look at the next page.	次のページを見なさい。
How time flies!	時間はなんて早く過ぎて行くのだろう。
Give me a piece of paper.	紙を一枚下さい。
We enjoy reading books.	私達は読書を楽しむ。
We are in good condition.	私達は健康です。
I saw a sleeping dog.	私は眠っている犬を見た。
I do not have a sister.	私には妹がいません。
I had a dream about him.	私は彼の夢を見た。
I waved him back.	私は彼に戻るように手で合図した。
I don't mind waiting.	私は待つのはかまわない。
I was a little surprised.	私は少し驚いた。
I'm writing a letter.	私は手紙を書いています。
I am as happy as can be.	私は最高に幸せだ。
I'll join you later.	私は後で君たちに合流する。
I made my dog lie down.	私は犬を寝転ばした。
I'm happy to see you.	私は君に会えてうれしい。
I worked for a bank.	私は銀行で働いていました。
I talked about music.	私は音楽について話した。
I got a good seat.	私はよい席をとることができた。
My town is by the sea.	私の街は海の側にある。
We see with our eyes.	私たちは目でものを見る。
We lack nothing.	私たちは何ひとつ不自由していない。
I am ready for death.	死ぬ覚悟ができています。
Carry on with your work.	仕事を続けなさい。
I have the blues today.	今日は憂鬱な気分だ。
The waves are high today.	今日は波が高い。
There is no wind today.	今日は全く風がない。
The total is one hundred.	合計は１００だ。
I have high blood pressure.	高血圧です。
It seems out of order.	故障しているようです。
Don't bring the dog in.	犬を中へ連れ込むな。
Ken's dog is very big.	健の犬はとても大きい。
Please call the police.	警察を呼んで下さい。
The police keep order.	警察は秩序を保ちます。
Carry on with your plan.	計画を続けなさい。
You can bank on that.	君はそれを当てにできる。
Your answer is wrong.	君の答えは間違っている。
May I use your phone?	君の電話を借りていいか。
Your voice carries well.	君の声はよく通る。
There was a strong wind.	強風が吹いていた。
The sea was running high.	海は荒れていた。
