Duck!	頭を下げろ！
He refuses formula.	人工乳を受け付けません。
It is freezing cold.	身をさすような寒さだ。
Don't teach fish to swim.	釈迦に説法。
The grass looks nice.	芝生が素敵にみえる。
I was brought to tears.	私は涙を流した。
I want to study abroad.	私は留学したい。
I took him aside.	私は彼をわきへ連れて行った。
I'm at my wits' end.	私は途方に暮れている。
I can swim well.	私は上手に泳ぐことができます。
I have a slight fever.	私は少し熱がある。
I admit my mistake.	私は自分の誤りを認める。
I oiled my bicycle.	私は自転車に油を差した。
I sometimes skate.	私は時々スケートをします。
My tongue failed me.	私は口がきけなかった。
I know how to swim.	私は泳ぎ方を知っている。
I can hardly walk.	私はもうほとんど歩けない。
I had my pen stolen.	私は、ペンを盗まれた。
My hobby is fishing.	私の趣味は魚つりです。
No, I'm afraid not.	残念ながら出来ませんね。
I'm afraid not.	残念ながら、冗談ではないんです。
I'm afraid I can't.	残念ですが、できません。
I succeed to a fortune.	財産を相続する。
It is a payday today.	今日は給料日である。
I cast aside my chains.	今我が鎖を解き。
It is mid-autumn now.	今は秋たけなわです。
Don't throw in the towel.	降参するな。
Health is above wealth.	健康は富以上だ。
Ken can swim, can't he?	健は泳げますね。
It's only a slight cold.	軽い風邪です。
My brother swims well.	兄は泳ぎがうまい。
You are very brave.	君はとても勇気があるね。
I forbid you to smoke.	君の喫煙を禁じる。
Suddenly I got lucky.	急に運が向いてきた。
I've lost my filling.	詰め物が取れました。
I'm afraid not.	間に合わないんじゃないだろうか。
I was moved to tears.	感動して涙を流した。
A pleasant trip to you!	楽しい御旅行を！
What a lovely doll!	何とかわいらしい人形だ！
Was I really boring?	俺は本当にださいのか。
I gotta keep on movin'.	俺は動き続ける。
The belly has no ears.	胃袋は耳を持たぬ。
My stomach feels heavy.	胃がもたれます。
I meant you no harm.	悪意はなかったんだよ。
Louder, please.	もっと大きい声で言ってください。
It's midnight already.	もう夜中を過ぎた。
What's the bus fare?	バス賃はいくらですか。
What a lovely day!	なんて素晴らしい日なんだ。
What a lovely day!	なんてよい天気なのだろう。
How stupid he is!	なんてばかなんだ、あの子は！
Love your neighbors.	なんじの隣人を愛せよ。
Tom swims very fast.	トムはとても速く泳ぐ。
Tom swims very fast.	トムはとても早く泳ぐ。
Who made the doll?	だれがこの人形を作ったか。
Can somebody get that?	だれか、電話出て。
The taxi has arrived.	タクシーが到着した。
I am to blame for it.	それは私が悪いのだ。
That's your funeral.	それは君自身の問題だ。
It smells delicious.	それはよい香りがする。
The meat is frozen.	その肉は冷凍されている。
I rejected the offer.	その申し出を断った。
I intend to go there.	そこへ行くつもりだ。
That's no excuse.	そうゆう言い訳はとおらない。
I have a chest cold.	せき風邪をひきました。
There was a silence.	しばしの沈黙があった。
The monkey came down.	サルは木から落ちた。
Oil this bicycle.	この自転車に油をさしなさい。
He is quite an odd man.	かなりの変人だ。
Here comes a copper!	お巡りがやってきたぞ。
Yes, by all means.	ええ結構です。是非どうぞ。
We have ten cattle.	うちには十頭の牛がいる。
I call that some poem.	あれは大した詩だ。
You are under arrest.	あなたを逮捕します。
Are you the prophet?	あなたは預言者ですか。
Ah, I've failed again!	ああまた失敗した。
Cattle feed on grass.	牛は草を常食とする。
Nobody speaks to me.	誰も私に話しかけない。
I'm gonna shoot him.	俺は彼を射殺してやる。
Proxy servers run.	Ｐｒｏｘｙサーバが動作をする
He is self-employed.	彼は自分で事業をやります
He had a cocktail.	彼がカクテルを一杯飲みました
Somehow, I'm bad with X.	Xがどうも苦手だ
You're a waste of breath!	お前はクズだ！
Oh, there's a butterfly!	あ！蝶々がいる！
Lover, come back to me.	恋人よ、我に帰れ。
I want to study abroad.	留学したいものだ。
Don't shut your eyes.	目を閉じてはいけない。
I'll be absent tomorrow.	明日は休みます。
I'm angry with her.	僕は彼女に腹を立てている。
A bee is buzzing.	蜂が１ぴきぶんぶんいっている。
The answer was yes.	返答は肯定的なものだった。
The wind has calmed down.	風が治まった。
The secret leaked out.	秘密が外部に漏れた。
She leaped for joy.	彼女は踊りあがって喜んだ。
She burst into anger.	彼女は突然怒りだした。
She burst into tears.	彼女は突然泣き出した。
She has a gentle heart.	彼女は心が優しい。
She became an actress.	彼女は女優になった。
She attempted suicide.	彼女は自殺を企てた。
She is angry with me.	彼女は私に怒っている。
She is widely known.	彼女は広く知られている。
She laced her shoes.	彼女は靴のひもを締めた。
She broke into tears.	彼女は急に泣き出した。
She is a good dancer.	彼女はダンスがうまい。
She got in the taxi.	彼女はタクシーに乗った。
She is quite angry.	彼女はたいへん怒っている。
She is a poor sailor.	彼女はすぐ船酔いする。
She easily flames up.	彼女はすぐぷんとなる。
Dare you ask her?	彼女に尋ねる勇気がありますか。
They sang in chorus.	彼女たちは一緒に歌った。
He quit without notice.	彼は無断でやめた。
He attained his hopes.	彼は望みを達成した。
He cursed her fate.	彼は彼女の運命をのろった。
He is bound to her.	彼は彼女から離れられない。
He's everybody's friend.	彼は八方美人だ。
He paid double fare.	彼は二倍の運賃を払った。
He is a man of virtue.	彼は徳を備えた人だ。
He's an absolute fool.	彼は底抜けの馬鹿だ。
He is a man of wisdom.	彼は知恵のある人だ。
He seems to be honest.	彼は正直者のようだ。
He hoped to succeed.	彼は成功を期待していた。
He has a mild nature.	彼は性格がおとなしい。
He is a careful player.	彼は慎重な選手だ。
He has elegant tastes.	彼は趣味が高尚です。
He will excuse me.	彼は私を許してくれるだろう。
He is angry with me.	彼は私に腹を立てている。
He is a tight-lipped man.	彼は口が堅い。
He suddenly fell ill.	彼は急に病気になった。
He died from wounds.	彼は怪我がもとで死んだ。
He let go of the rope.	彼はロープを放した。
He stood up slowly.	彼はゆっくり立ち上がった。
He hardly ever works.	彼はめったに働かない。
He gave up cigarettes.	彼はタバコをやめた。
He usually succeeded.	彼はたいてい成功した。
He deserves the prize.	彼はその賞に値する。
He denied that fact.	彼はその事実を否定した。
He opposed the plan.	彼はその計画に反対した。
His knees gave way.	彼はがっくりひざをついた。
He tells a good joke.	彼はうまい冗談を言う。
Dare he go alone?	彼はあえて一人で行く気ですか。
He stamped out a fire.	彼は火を踏み消した。
I'm afraid for his life.	彼の命が心配だ。
His tie came undone.	彼のネクタイがほどけた。
I met him about noon.	彼には昼頃会いました。
My fever won't go away.	熱が下がりません。
Japan is a mighty nation.	日本は強国だ。
This is a Japanese doll.	日本の人形です。
The bell rang suddenly.	突然ベルが鳴った。
She's been poisoned.	毒物にやられていますね。
The tide is coming in.	潮が満ち始めている。
No one can be a poet.	誰も詩人にはなれない。
I want somebody else.	誰かほかの人がほしい。
Snow has begun to melt.	雪がとけはじめた。
I'm glad to meet you.	声が聞けてうれしいよ。
I need a new bicycle.	新しい自転車が必要だ。
That was fabulous.	信じられないくらいうまいね。
The boy bowed to me.	少年は私におじぎをした。
Turn in your homework.	宿題を提出しなさい。
We make sake from rice.	酒は米で作ります。
The snake sheds its skin.	蛇は脱皮した。
Keep off the grass.	芝生に入らないでください。
I let go of the rope.	私は網を手から放した。
I've climbed Mt. Fuji.	私は富士山に登った。
I ran out of breath.	私は息を切らせて走った。
I have lunch at noon.	私は正午に昼食をとる。
I am poor at swimming.	私は水泳が苦手です。
I want a new oven.	私は新しいオーブンが欲しい。
I don't care a rap.	私は少しも気にしていない。
I am tired of homework.	私は宿題に飽きた。
I don't like homework.	私は宿題が嫌いです。
I had my watch stolen.	私は時計を盗まれた。
I swim in the summer.	私は夏には水泳をする。
I have lost my pencil.	私は鉛筆をなくした。
I meant no harm.	私は悪意があってしたのではない。
I was chilled with fear.	私はぞっとした。
I had my money stolen.	私はお金を盗まれた。
I disagree with you.	私はあなたに同意しない。
I disagree with you.	私はあなたと意見が違う。
Help me with my homework.	宿題手伝って。
My hobby is shopping.	私の趣味は買い物です。
My plan was rejected.	私の計画は拒否された。
My camera was stolen.	私のカメラが盗まれた。
I owe him some money.	私には彼に借金がある。
We swam in the lake.	私たちはその湖で泳いだ。
I sustain my family.	私が家族を養っています。
It's fairly warm today.	今日は相当暖かい。
Let's swim over there.	向こうの方で泳ごう。
Time flies like an arrow.	光陰矢の如し。
My lips are sealed.	言っちゃいけないんだけど。
The moon shines at night.	月は夜に輝く。
It is far from a joke.	決して冗談じゃない。
The crowd calmed down.	群衆は静かになった。
You are guilty of murder.	君は殺人犯だ。
How lucky you are!	君はなんて運がいいんだろう。
Cows live on grass.	牛は草を食べて生きている。
Happy Thanksgiving Day.	感謝祭おめでとう。
Good morning, everybody.	皆さんおはよう。
We had a rough time.	我々はつらい目にあった。
I've lost my pencil.	鉛筆をなくしてしまった。
Have you got a pencil?	鉛筆をお持ちですか。
No offense was meant.	悪気はなかったのです。
I swim once a week.	わたしは週に一度泳ぎます。
