Wow!	すごい！
Every Jack has his Jill.	似た者夫婦。
Where's the toothpaste?	歯磨きはどこ？
Do your gums bleed?	歯茎から出血しますか。
My gums are swollen.	歯茎がはれています。
I went into the army.	私は陸軍に入った。
I cannot excuse her.	私は彼女を許せない。
I doubt his story.	私は彼の話を疑っている。
I asked after him.	私は彼の安否をたずねた。
I held his sleeve.	私は彼のそでをつかんだ。
I am indebted to him.	私は彼に恩がある。
I am a good walker.	私は足には自信がある。
I'm no quitter.	私は少々の事ではあきらめない。
I have a bicycle.	私は自転車を持っています。
I went into the navy.	私は海軍に入った。
I was choked by smoke.	私は煙でむせた。
I went to the station.	私は駅へ行った。
I was a naughty boy.	私はわんぱくだった。
I clapped my hands.	私はぽんと手を打った。
I'm very thirsty.	私はとても喉が渇いている。
I am poor at tennis.	私はテニスが下手だ。
I am fond of skiing.	私はスキーが好きだ。
My father is frank.	私の父親は気さくです。
Don't yell at me.	私に怒鳴ったりしないでよ。
Teach judo to me.	私に柔道を教えてください。
Walk abreast of me.	私と並んで歩きなさい。
We clapped our hands.	私たちは拍手した。
We're classmates.	私たちはクラスメイトです。
Silkworms spin cocoons.	蚕は繭を作る。
Ill weeds grow apace.	雑草は成長が早い。
Is a recurrence likely?	再発しますか。
My left hand is numb.	左手がしびれます。
Haste makes waste.	慌てることは無駄を作る。
You cannot be serious.	御冗談でしょう。
Forewarned is forearmed.	警戒は警備。
He is a merry fellow.	彼は愉快なやつだ。
You are not a coward.	君は臆病ではない。
Is there a milkman?	牛乳配達はありますか。
Call an ambulance.	救急車を呼んでください。
Let bygones be bygones.	既往は咎めず。
I draw for a hobby.	絵を描くのが趣味です。
Pity is akin to love.	哀れみは恋に近い。
The apples are ripe.	りんごが熟している。
Lilies smell sweet.	ゆりは甘い香りがする。
We're goin' home.	やっと帰る気になったのさ。
Mary is a bookworm.	メアリーは本の虫です。
Look out for bees.	みつばちに注意しなさい。
Bob is a nice person.	ボブはいい人です。
I received my bonus.	ボーナスをもらった。
I'll buy a Ford.	フォード車を買うつもりです。
I need some hangers.	ハンガーをください。
Passport, please.	パスポートを見せて下さい。
No, I'm not sleepy.	はい、眠くありません。
The mucus is thick.	ねばねばした鼻汁です。
What narrow stairs!	なんて狭い階段なんだ！
How unlucky I am!	なんて運が悪いんだ、僕は！
It's heartbreaking.	とても悲しいことです。
I like to play tennis.	テニスをします。
Can I dial directly?	ダイヤル直通ですか。
I'd like a daiquiri.	ダイキリをください。
It cannot be true.	それは本当のはずはない。
It cannot be true.	それは本当のはずがない。
That's just a yarn.	それはただの作り話だ。
The track descends.	その小道は下って行く。
I don't care a bean.	ぜんぜん気にしない。
Mr. Smith has come.	スミスさんが来ました。
It is a trivial matter.	ささいな事だ。
This is my bicycle.	これは私の自転車です。
This is my I.D. card.	これが診察券です。
This dog is a mongrel.	この犬は雑種だ。
Don't scribble here.	ここに落書きするな。
Kim smiled sweetly.	キムはにっこり笑った。
Yes, I'll come, Bob.	うん、行くよ、ボブ。
No, I'm not singing.	いいえ、歌いません。
We shot our wad.	ありがね全部すってしまった。
You are overworked.	あなたは働き過ぎです。
I'll pay by Visa.	ＶＩＳＡカードで払います。
Do you accept Visa?	ＶＩＳＡは使えますか。
I got a B in physics.	物理でBをとった。
He grumbled at X.	彼がXにブツブツ文句を言った
He will buy a souvenir.	彼がお土産を買う
I really loved booze.	本当に酒が好きだった
Time slowly passes.	ゆっくりと時間が流れます
X was downright sad.	Xがなんとも悲しかった
It's regrettable that X.	Xが悔やまれる
I can't stand reptiles.	爬虫類が大嫌い。
Apes are intelligent.	類人猿は知能が高い。
A storm is brewing.	嵐が起ころうとしている。
It frosted last night.	ゆうべ霜が降りた。
The arrow went home.	矢はぐさりと刺さった。
Don't chase after fame.	名声を求めるな。
Put your clothes away.	服を片づけなさい。
I'm afraid I'm frigid.	不感症のようです。
Miho is a pianist.	美穂さんはピアニストです。
She went on speaking.	彼女は話しつづけた。
She is a slow runner.	彼女は走るのが遅い。
She looks lonesome.	彼女は寂しそうに見える。
She mended her socks.	彼女は靴下を直した。
She hates carrots.	彼女はニンジンが大嫌いだ。
She knew the teen.	彼女は、ティーンを知った。
They went on a voyage.	彼らは航海に出た。
Their morale is high.	彼らはやる気がある。
He got his dander up.	彼は癇癪を起こした。
He found his parents.	彼は両親を見つけた。
He prepared his lessons.	彼は予習した。
He presented his card.	彼は名刺を出した。
He brushed his hat.	彼は帽子にはけをつけた。
He made her his wife.	彼は彼女を妻にした。
He lied about his age.	彼は年齢を偽った。
He has a nimble mind.	彼は頭の働きが早い。
He has a lot of hobbies.	彼は多趣味だ。
He breathed his last.	彼は息をひきとった。
He held out his hand.	彼は手を差し出した。
He has lost his job.	彼は失業してしまった。
He waited his turn.	彼は自分の順番を待った。
He worked his way up.	彼は次第に出世した。
His study absorbs him.	彼は研究に夢中だ。
He is timid as a hare.	彼は極めて臆病だ。
He went into teaching.	彼は教職に就いた。
He is an early riser.	彼は起きるのが早い。
He cleared his throat.	彼は咳払いをした。
What is he after?	彼は何を求めているのですか。
He is a good swimmer.	彼は泳ぎが上手です。
He is good at rugby.	彼はラグビーが得意だ。
He is very depressed.	彼はひどく落胆した。
He acted foolishly.	彼はばかげた行動をした。
He is very mercenary.	彼はとても打算的だ。
He is good at tennis.	彼はテニスがうまい。
He was in a twitter.	彼はそわそわしていた。
He was in the queue.	彼はその列の中にいた。
He took off his coat.	彼はコートを脱いだ。
He is easily flattered.	彼はお調子者だ。
His novel sold well.	彼の小説はよく売れた。
What is his business?	彼の商売は何ですか。
His face turned pale.	彼の顔は青くなった。
My hair is greasy.	髪の毛がべとべとしている。
I have a skin eruption.	発疹が出ました。
I have a bad sunburn.	日焼けし過ぎました。
Play one's trump card.	伝家の宝刀をぬく。
Forewarned is forearmed.	転ばぬ先の杖。
Every tide has its ebb.	潮の全てはひく。
The tide is on the ebb.	潮が引いている。
Ignorance is bliss.	知らないのが無上の幸せ。
The heater is broken.	暖房が壊れています。
Please call me Taro.	太郎と呼んでください。
Ill weeds grow apace.	憎まれっ子世に憚る。
Frost is frozen dew.	霜は露が凍ったものだ。
Soon ripe, soon rotten.	早熟れの早腐り。
Soon ripe, soon rotten.	早熟は大成せず。
Several years went by.	数年が過ぎ去った。
The sailors saw land.	水夫たちは陸を見た。
Swimming is my hobby.	水泳は私の趣味です。
Do you have any ID?	身分証明をお持ちですか。
Chew your food well.	食物をよくかみなさい。
It's OK not to eat it.	食べないでいいよ。
I'm practising judo.	柔道を練習しています。
I have a bad squint.	斜視です。（寄り目）。
It's really an eyesore.	実に目障りだな。
I have crooked teeth.	歯並びが悪いのです。
I have normal eyesight.	視力は普通です。
I pricked up my ears.	私は聞き耳を立てた。
I owe him 100 yen.	私は彼から百円借りている。
I oiled my bicycle.	私は自転車に油を差した。
I sometimes skate.	私は時々スケートをします。
I am a hungry spider.	私は空腹のクモです。
I'm good at singing.	私は歌うのが得意です。
I feel like singing.	私は歌いたい気がする。
I play the violin.	私はバイオリンを弾きます。
I'm very thirsty.	私はとてものどが乾いている。
I got very sleepy.	私はたいへんねむくなった。
I put on my trousers.	私はズボンをはいた。
I'm good at soccer.	私はサッカーが得意です。
I like playing golf.	私はゴルフが好きです。
I pawned my camera.	私はカメラを質に入れた。
I have buck teeth.	私の前歯は出っ歯なのです。
My hobby is fishing.	私の趣味は魚つりです。
My interest quickened.	私の興味が増した。
I need his power.	私には彼のパワーが必要です。
We went to the river.	私たちは川へ行った。
The crops have withered.	作物は枯れた。
It is a payday today.	今日は給料日である。
A storm is imminent.	今にも嵐になりそうだ。
Look at the blackboard.	黒板を見なさい。
Kenji plays tennis.	賢治君はテニスをします。
Art is my lifework.	芸術は私の一生の仕事だ。
I feel like vomiting.	胸がムカムカします。
Crying is of no avail.	泣いても無駄です。
Too much rest is rust.	休みすぎは錆びる。
The train was derailed.	汽車が脱線した。
He ended up expelled.	学校を退学になった。
They went to the beach.	海岸に行ったよ。
We went due north.	我々は真っすぐ北へ進んだ。
The flowers withered up.	花がしぼんだ。
Do you like singing?	歌うことは好きですか。
I gotta keep on movin'.	俺は動き続ける。
It rained nonstop.	雨は絶え間なく降っていた。
My right hand is numb.	右手がしびれます。
Can I rent rackets?	ラケットは借りれますか。
Hi, Bill. How are you?	やあ、ビル。元気？
The milk went sour.	ミルクが酸っぱくなった。
As quick as a wink.	まばたきのように素早い。
Bob was very happy.	ボブはとても幸福だった。
Bob was very happy.	ボブはとても幸せだった。
I have a bad toothache.	ひどく歯が痛い。
She has convulsions.	ひきつけを起こします。
What vile behavior!	なんてひどい行為だろう！
I feel very feverish.	とても熱があります。
I like playing tennis.	テニスが好きです。
