Birds fly.	鳥は飛ぶ。
Go easy on the beer!	ビールをあまり飲まないで。
I can't find my pipe.	パイプが見つからないよ。
Any magazine will do.	どんな雑誌でも結構です。
Are you going anywhere?	どこかに出かけるの？
It is just five o'clock.	ちょうど五時です。
The door bell has rung.	チャイムが鳴ったね。
I'd like some cheese.	チーズがほしいのですが。
It's almost six o'clock.	だいたい６時です。
It's about five miles.	だいたい５マイルです。
It looks like an egg.	それは卵のように見える。
That's powdered medicine.	それは粉薬です。
That is my own affair.	それは私のやることだ。
The news upset me.	その知らせで私は気が転倒した。
The house is on sale.	その家は売りに出ている。
She grabbed a shower.	さっとシャワーを浴びた。
This is a wooden house.	これは木造家屋です。
This cloth wears well.	この布地は長持ちする。
This cloth wears well.	この生地は長持ちする。
The clock does not run.	この時計は動かない。
This paper is rough.	この紙はざらざらしている。
This pen belongs to me.	このペンは私のです。
How much is this pen?	このペンはいくらですか。
This beer tastes bitter.	このビールは苦い。
This tape sticks well.	このテープはよく付く。
The cake tastes divine!	このケーキはすてき！
Please come hungry.	お腹をすかせて来て下さいね。
Aunt, this is Tom.	叔母さん、こちらはトム君です。
Maybe you'll succeed.	おそらく君は旨く行くさ。
Don't obey him.	あの男の言うことに従ってはいけない。
That castle is beautiful.	あの城は美しい。
That painting is a copy.	あの絵は複製です。
Do you have a pen?	あなたはペンを持っていますか。
He gives me chills.	あいつを見るとぞっとするよ。
It's about two miles.	２マイルぐらいあります。
It's ten o'clock sharp.	１０時きっかりです。
This should be plenty.	これで十分なはずです。
It's nearly six o'clock.	もうすぐ六時です。
Come on, have courage!	さあ、勇気を出しましょう
I'd like a chilled one.	冷やしたのをください。
Pack eggs in dozens.	卵を一ダースづつつめなさい。
Do you believe in ghosts?	幽霊を信じますか。
The arrow hit the target.	矢は的に当たった。
It is a holiday tomorrow.	明日はお休みです。
How my poor heart aches!	僕の哀れな心は痛む。
I'm as hungry as a horse.	僕、腹ペコなんだ。
We should obey the law.	法律には、従うべきだ。
Does it have a bathroom?	風呂はついてますか。
My head aches with a cold.	風邪で頭が痛い。
She was in a bad temper.	彼女は不機嫌だった。
She bade me good-by.	彼女は私にさよならを言った。
She is rough in speech.	彼女は言葉使いが荒い。
She has gone abroad.	彼女は外国に行ってしまった。
She is living abroad.	彼女は海外生活をしている。
She gave birth to twins.	彼女は双子を産んだ。
Is she anywhere about?	彼女はそこらにいますか。
She picked up a coin.	彼女はコインを拾い上げた。
She got hot with rage.	彼女はかんかんに怒った。
She resembles her aunt.	彼女は叔母に似ている。
She is mad at you.	彼女はあなたのことを怒っている。
Her anger was genuine.	彼女の怒りは本物だった。
What is her profession?	彼女の職業は何ですか。
She was found guilty.	彼女に有罪の判決が下った。
Her words made me mad.	彼女の言葉にかっときた。
He was made captain.	彼らは彼をキャプテンにした。
They sang in tune.	彼らはよく調子を合わせて歌った。
Don't associate with them.	彼らと交わるな。
He was declared guilty.	彼は有罪と宣告された。
He is above suspicion.	彼は明らかに潔白である。
He is just a Mr Nobody.	彼は名無しの権兵衛さ。
He held her tightly.	彼は彼女をしっかりと抱いた。
He made a bet with her.	彼は彼女と賭けをした。
He spared no efforts.	彼は努力を惜しまなかった。
He was sent into combat.	彼は前線へやられた。
He is afraid of snakes.	彼は蛇を怖がっている。
He is a most brave man.	彼は実に勇敢な人です。
He isn't my cousin.	彼は私の従兄弟ではありません。
He is my working mate.	彼は私の仕事仲間である。
He married my cousin.	彼は私のいとこと結婚した。
He bade me go there.	彼は私にそこへ行けと命じた。
He is afraid of snakes.	彼はヘビを恐れている。
He seems very pleasant.	彼はとても楽しそうだ。
He knocked at the door.	彼はドアをノックした。
He told a funny story.	彼はこっけいな話をした。
He likes science fiction.	彼はＳＦが好きだ。
I hit him on the chin.	彼のあごを殴ってやった。
Has the fever gone down?	熱は下がりましたか。
I got a pregnancy test.	妊娠検査を受けました。
It needs new batteries.	電池を入れ替えないと。
Birds fly with their wings.	鳥は翼で飛ぶ。
Birds fly long distances.	鳥は長距離を飛ぶ。
Birds have sharp eyes.	鳥は鋭い目をもっている。
Nobody cares for me.	誰も僕を相手にしてくれない。
Nobody bowed to him.	誰も彼にお辞儀をしなかった。
Whom should I inform?	誰に知らせたらいいですか。
I want some fresh eggs.	生みたての卵が欲しい。
Water changes into steam.	水は蒸気に変わる。
Should I watch my diet?	食事制限は必要ですか。
I can't find my ticket.	乗車券が見つからない。
I think it needs a tune-up.	修理が必要だ。
We provide for disaster.	私達は災害に備えた。
My arm is hurting badly.	私は腕がひどく痛む。
I actually saw a ghost.	私は本当に幽霊を見た。
I was invited to lunch.	私は昼食に招待された。
I ran for the governor.	私は知事に立候補した。
I can't stand raw fish.	私は刺身が大嫌いです。
I helped him yesterday.	昨日彼を手伝いました。
I met Mary yesterday.	昨日メアリーに会いました。
I came here yesterday.	私は昨日、ここへついた。
I heard a funny noise.	私は奇妙な物音を聞いた。
I am just a nobody.	私はただの名無しの権兵衛です。
She gave a faint smile.	私はかすかに微笑んだ。
My major is agriculture.	私の専攻は農業です。
Don't lean on my desk.	私の机にもたれかかるな。
My skirt is too long.	私のスカートは長すぎます。
My uncle keeps a dog.	私のおじは犬を飼っている。
I have three cousins.	私には３人のいとこがいる。
We bagged a wild bird.	私たちは野鳥をとらえた。
I bought a book yesterday.	昨日本を買った。
It was Sunday yesterday.	昨日は日曜日でした。
It snowed hard yesterday.	昨日は大雪だった。
I bet it's fine tonight.	今夜はきっと晴天だ。
When it rains, it pours.	降れば必ず土砂降り。
Aren't you the lucky one?	幸せなやつだなあ。
Curiosity killed the cat.	好奇心は身を誤る。
Fortune beamed on him.	好運が彼に微笑みかけた。
It's too late for regrets.	後悔先に立たず。
I'm anxious to see you.	君にぜひ会いたいから。
Cows give us milk.	牛は私たちに牛乳を与えてくれる。
I think I'm going to faint.	気絶しそうだ。
Shouts of joy burst forth.	歓声が上がった。
Everybody laughed at me.	皆が私を馬鹿にした。
The flowers are opening.	花が咲き始めている。
Luck turned in my favor.	運が私に向いてきた。
It is almost 12 o'clock.	もう少しで１２時だ。
Now I'm wide awake.	もう、すっかり目が覚めました。
I remembered everybody.	みんなのことを考えた。
Please write with a pen.	ペンで書いて下さい。
I had a bad stomach-ache.	ひどい腹痛がした。
A permanent costs extra.	パーマは別料金です。
I was caught in a shower.	にわか雨にあった。
What a lovely creature!	なんと素敵な人だろう。
What a beautiful flower!	なんてきれいな花だ。
Tom has many talents.	トムには多くの才能がある。
Which cap is yours?	どちらの帽子があなたのですか。
That rings a bell.	どこかで聞いたような気もするね。
I seem to have a fever.	どうも熱がありそうだ。
I have a slight fever.	ちょっと熱があるんです。
I don't have a ticket.	チケットを持ってないの。
I wonder who to invite.	だれを招待しようかな。
Let me have a cigarette.	タバコを１本おくれ。
It's an artificial flower.	それは造花です。
It won't get anywhere.	それは成功しないだろう。
It's a terrible affair.	それは恐ろしい事件だ。
That joke isn't funny.	その冗談はおかしくない。
The clock has stopped.	その時計は止まっている。
The flower is opening.	その花は開きかけている。
The news upset me.	そのニュースに私はろうばいした。
How much is the tour?	そのツアーはいくらですか。
I like playing sports.	スポーツをするのが好き。
I do not do sports.	スポーツは好きではありません。
This shower is broken.	シャワーが壊れています。
Satan's ghost awakes.	サタンの亡霊が目を覚ます。
Here's my return ticket.	これが帰りの切符だ。
This cloth tears easily.	この布は裂けやすい。
This cloth tears easily.	この布はすぐ破ける。
This clock is electric.	この時計は電気で動く。
