Is he right?	彼は正しいですか。
My life has been changed by this book.	この本によって私の人生は変えられてしまった。
My life is coming to an end.	私の人生も終わろうとしています。
My name and address are on it.	私の名前と住所はこれに書いてあります。
My plan is different from yours.	私の計画はあなたのと違う。
My plan is different from yours.	私の計画は君のとは違う。
My plan is to study in Australia.	私の計画はオーストラリアで勉強することです。
My room is three times as large as yours.	私の部屋は君の部屋の３倍の広さだ。
My room is very small.	私の部屋はとても狭い。
My stars!	これは驚いた。
My time is running out.	私の時間は切れかかっている。
My way is action not words.	不言実行が俺のやり方。
Nagoya is between Tokyo and Osaka.	名古屋は東京と大阪の間にあります。
Nakagawa was on the point of going out when I called on him.	中川君を訪問したとき彼は出かけようとしていた。
Name and address, please.	住所氏名を言ってください。
Name and address, please.	名前と住所を言ってください。
Nancy was to show up at the place, but she didn't make it.	ナンシーはその場所に来ることになっていましたが、来ませんでした。
Naoki is as old as Kaori.	ナオキはカオリと同じ年です。
Naoko lives in that white house.	直子さんはあの白い家に住んでいます。
Nathanael asked Jesus, "How do you know me?"	ナタナエルはイエスに言った。「どうして私をご存じなのですか」
Need I go right now?	今すぐに行く必要がありますか。
Need he go right now?	彼は今すぐ行かなければなりませんか。
New Year's Day is close at hand.	正月がすぐそこまで来ている。
New York is a big city.	ニューヨークは大きな都市だ。
New York is the biggest city in the world.	ニューヨークは世界で一番大きな都市だ。
Next Sunday we are going to have a party for Mr Oka.	来週の日曜日私たちは岡先生のためのパーティーをするつもりです。
Next person, please.	次の方どうぞ。
Next week, he is going to New York on business.	来週彼は仕事でニューヨークに行きます。
Next year I will be three times as old as you.	来年私はあなたの３倍の年齢になる。
Next year, we'll be starting college.	来年私たちは大学生活が始まります。
No city in Japan is as large as Tokyo.	日本のどの都市も東京ほど大きくはない。
No less than 1,000 people came to the party.	１０００人もの人がそのパーティーへやってきた。
No less than one hundred people were present.	少なくとも１００人は出席していた。
No man can live to be two hundred years old.	誰でも２００歳まで生きられるものではない。
No more can be said.	これ以上は言えない。
No more parties.	もうパーティーはなしですよ。
No more than 50 people came.	たった５０人しかこなかった。
No music, no life.	音楽がない人生は無い。
No one but Tom handed in the report.	トムを除いてはだれもレポートを提出しなかった。
